claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,property_type,incident_cause,location_risk_score,security_system_present,asset_value,total_claim_amount,fraud
680,367,73,TX,250/500,1000,1658.4889985652799,5000000,FEMALE,Masters,Exec-managerial,Reading,own-child,53196.35391781904,44119.17834365531,B,B,A,B,B,72647.6942868875,1
681,113,41,NY,100/300,2000,1870.7372019394074,0,FEMALE,College,Adm-clerical,Reading,other-relative,46674.526235098754,53763.80630058334,A,A,C,C,B,21888.532979580163,0
682,418,53,CA,250/500,500,1049.219339503809,0,FEMALE,PhD,Adm-clerical,Reading,not-in-family,42720.01990279597,25991.15395611603,C,C,A,B,A,2221.8819702512524,1
683,110,22,FL,500/1000,500,1911.1689377907487,2000000,FEMALE,College,Prof-specialty,Reading,wife,40107.29960207321,65554.58017142263,C,C,C,C,C,30653.1418674432,0
684,469,64,CA,250/500,1000,1727.7752033020738,2000000,FEMALE,PhD,Prof-specialty,Reading,husband,81135.66623053074,91499.36366891598,C,A,A,B,C,86481.8124230779,0
685,272,54,NY,500/1000,500,992.4837814487084,2000000,FEMALE,High School,Machine-op-inspct,Exercise,unmarried,74111.96748176936,18078.691851551554,A,A,B,B,C,3359.4404490046986,0
686,2,41,CA,500/1000,2000,1008.4012487803564,5000000,FEMALE,Masters,Adm-clerical,Reading,own-child,64387.45812591306,95318.48737800065,B,B,B,A,B,6708.0546366199,1
687,251,60,TX,500/1000,2000,1035.8231967042161,0,FEMALE,PhD,Craft-repair,Movies,husband,64502.22429797953,22135.628267074837,A,C,B,B,C,53611.17325401877,0
688,255,59,TX,250/500,2000,1383.1801120143793,0,FEMALE,College,Prof-specialty,Chess,other-relative,37391.202845774205,26593.379555489384,C,A,A,C,A,909.7202395716633,0
689,157,58,FL,250/500,2000,772.8489011820614,0,MALE,PhD,Prof-specialty,Movies,unmarried,43831.39673689693,91157.04322567284,A,B,A,C,C,64044.29059082374,0
690,481,25,FL,500/1000,1000,1150.2498278465036,0,MALE,PhD,Craft-repair,Movies,not-in-family,15254.621766852671,59337.59556750112,A,C,C,A,A,62624.51459801138,0
691,282,19,TX,250/500,2000,601.4907860520855,0,FEMALE,PhD,Adm-clerical,Exercise,not-in-family,57898.91222922512,3168.955334239276,A,B,A,A,B,22500.110621252104,0
692,172,49,TX,500/1000,500,1037.4732148771802,0,FEMALE,High School,Machine-op-inspct,Exercise,not-in-family,14020.21587845771,80295.22459891504,B,B,B,A,B,43785.29513138976,0
693,387,40,CA,100/300,500,1500.0995718385311,0,MALE,Masters,Craft-repair,Movies,husband,91531.52425162011,64205.28139663283,C,A,A,A,A,76736.23872932198,0
694,416,49,TX,100/300,2000,1384.2039726069584,0,MALE,JD,Machine-op-inspct,Movies,not-in-family,41566.04123204292,74306.33646265158,B,B,A,B,C,20565.09901945198,0
695,426,65,NY,250/500,1000,974.8035813187903,0,MALE,PhD,Machine-op-inspct,Reading,not-in-family,4265.054947411096,16175.158869954632,B,A,C,A,A,60511.44922020459,0
696,414,20,CA,500/1000,1000,885.8060689328315,0,FEMALE,PhD,Prof-specialty,Chess,husband,176.3515221977152,87293.25373335114,A,B,B,A,A,44182.096084800694,0
697,274,67,IL,500/1000,2000,990.6447685582125,1000000,MALE,High School,Adm-clerical,Exercise,not-in-family,67630.30012463243,78285.89288819487,C,A,B,B,A,39729.16791488685,0
698,138,35,FL,500/1000,2000,604.321316918057,1000000,MALE,College,Machine-op-inspct,Chess,own-child,61153.503213358876,95742.25860920623,C,B,B,C,A,33269.668470458724,0
699,499,59,FL,250/500,2000,886.3662084118363,0,FEMALE,JD,Craft-repair,Chess,husband,77026.8119766398,40879.41963306072,C,B,B,C,C,54689.488716229425,1
700,36,67,FL,100/300,500,1562.0765155270556,0,FEMALE,JD,Adm-clerical,Exercise,not-in-family,74935.25095132501,51835.54006995013,C,B,A,C,A,25498.42083019438,0
701,334,52,CA,250/500,500,768.1230270864256,0,FEMALE,JD,Exec-managerial,Chess,husband,307.6763529863524,70173.00814034835,B,A,B,A,A,63848.21610661621,0
702,339,45,TX,100/300,1000,707.3458205972506,0,FEMALE,High School,Exec-managerial,Reading,not-in-family,16703.119185119096,10438.93978338668,C,B,B,B,C,11868.320259396685,0
703,444,37,NY,500/1000,500,1769.0857967271274,0,FEMALE,JD,Craft-repair,Exercise,unmarried,32589.182469295785,21036.88833146642,C,C,A,C,C,85908.20348464561,0
704,356,39,IL,100/300,1000,854.8287186259153,0,FEMALE,College,Exec-managerial,Movies,unmarried,6154.28598731661,28825.295812397213,B,A,B,B,A,76579.32002067356,0
705,496,18,FL,100/300,1000,876.6563059535978,0,MALE,Masters,Adm-clerical,Camping,other-relative,17816.840209846006,94511.55611053843,C,B,B,A,A,41869.72710052459,0
706,455,59,CA,250/500,1000,1194.558094516125,0,MALE,JD,Adm-clerical,Reading,own-child,58143.29098795511,135.90833345934473,C,C,B,C,C,18229.845903209196,1
707,257,25,NY,500/1000,500,1207.867984010451,0,MALE,PhD,Prof-specialty,Exercise,own-child,45705.39902357609,99396.67942209181,A,A,A,A,C,39805.24329799681,0
708,229,25,TX,250/500,500,779.3035462080794,0,FEMALE,College,Adm-clerical,Chess,husband,86055.6789609434,39558.426004187764,C,B,C,A,A,67582.80665178435,1
709,177,37,IL,500/1000,1000,1334.2093396201908,0,MALE,College,Machine-op-inspct,Movies,own-child,22389.504650981264,64828.997972922574,A,A,A,A,B,36931.85219035442,0
710,26,34,FL,500/1000,1000,1543.611958338035,0,FEMALE,JD,Prof-specialty,Camping,own-child,53533.981612000905,41073.34303646113,B,A,B,A,B,8696.448533375273,0
711,177,32,TX,500/1000,2000,1226.7389164624115,0,MALE,PhD,Machine-op-inspct,Exercise,wife,86167.6323857782,78404.66789676159,A,B,A,C,B,11357.077787379782,0
712,205,60,CA,250/500,1000,1843.1522080733016,2000000,MALE,College,Adm-clerical,Reading,not-in-family,6043.302673095119,95058.12429299545,B,C,C,B,B,69806.50404814024,1
713,279,65,FL,250/500,1000,1987.3883884043942,5000000,FEMALE,High School,Prof-specialty,Reading,husband,87006.66693735583,44777.522606866856,C,A,C,C,C,85751.52922379119,0
714,98,39,CA,500/1000,2000,1292.9157522539956,0,MALE,JD,Craft-repair,Movies,not-in-family,34398.09857709727,18019.857833057184,A,B,A,C,B,83010.74344795056,1
715,283,72,TX,100/300,1000,1959.0432980768285,5000000,FEMALE,PhD,Craft-repair,Reading,wife,85950.1356923086,22208.20515102547,A,B,B,C,A,74559.76560954319,0
716,311,33,IL,500/1000,500,1469.7330942022952,0,FEMALE,Masters,Craft-repair,Exercise,other-relative,68179.66374215225,26580.193972065324,A,A,C,B,C,76123.27879935587,0
717,289,50,FL,100/300,500,1293.2088448514673,0,MALE,College,Prof-specialty,Movies,unmarried,67280.16983732849,22155.827603859303,B,A,A,A,C,98077.68693149782,0
718,80,41,FL,250/500,1000,1805.0366455878977,1000000,MALE,Masters,Adm-clerical,Camping,own-child,4794.1886760244915,1323.2014887387122,A,C,B,A,B,16020.906362563115,0
719,160,37,NY,250/500,2000,1949.7426182413494,0,FEMALE,PhD,Adm-clerical,Exercise,own-child,94119.27376890203,86191.91596683733,C,C,B,A,B,54760.01981459654,0
720,22,47,FL,100/300,2000,1998.5142739550558,0,FEMALE,High School,Prof-specialty,Reading,wife,43110.736151460645,68093.48501006853,C,C,A,C,A,26654.954509667623,0
721,135,50,NY,250/500,500,1638.7644455274221,0,FEMALE,PhD,Prof-specialty,Camping,not-in-family,10837.026557771867,51575.37526357494,A,A,B,C,A,23412.40804930321,0
722,254,42,TX,250/500,500,1227.9505541716821,1000000,MALE,Masters,Exec-managerial,Camping,own-child,76681.42354283022,14693.544123661095,C,B,A,C,C,41224.48473818976,0
723,416,63,TX,100/300,2000,944.054706283754,2000000,MALE,PhD,Exec-managerial,Movies,unmarried,86681.03564044087,4071.6069114833385,B,A,C,B,C,33994.08613742922,0
724,319,63,IL,250/500,1000,1336.9710223798402,0,FEMALE,PhD,Prof-specialty,Reading,husband,92949.60939845898,38462.44420936283,A,A,B,C,A,65593.98761848855,0
725,123,73,TX,100/300,1000,1666.294185398088,0,MALE,College,Craft-repair,Chess,wife,50640.8920502774,531.820757968704,A,A,C,C,B,41771.690878299625,0
726,274,74,IL,100/300,1000,540.2368658672553,0,MALE,PhD,Adm-clerical,Camping,own-child,40378.9053490646,5712.644425731351,C,A,B,B,B,28875.524786011993,0
727,395,53,CA,500/1000,1000,901.476119535279,2000000,FEMALE,High School,Craft-repair,Camping,unmarried,58343.72440604588,7341.708760435783,B,C,C,C,A,8834.457638828138,0
728,3,25,NY,250/500,2000,1031.9052440830205,2000000,MALE,College,Machine-op-inspct,Exercise,own-child,29683.24741157754,81579.73906666425,A,B,C,C,B,29438.37824892963,0
729,222,47,CA,500/1000,2000,1669.9216227672234,1000000,MALE,High School,Machine-op-inspct,Movies,own-child,39281.28218347667,72618.48497995948,A,C,A,A,B,48647.91946322869,0
730,446,33,IL,100/300,2000,1420.328131227557,1000000,FEMALE,Masters,Machine-op-inspct,Chess,husband,53903.45150240017,30949.772929763432,C,B,C,A,B,60902.85689925028,0
731,171,57,FL,250/500,1000,1138.5598310911455,0,FEMALE,PhD,Craft-repair,Reading,wife,82440.4016268836,30388.23827028142,B,C,B,B,C,64111.527580299364,0
732,375,32,NY,250/500,1000,1878.9001114323444,0,MALE,JD,Exec-managerial,Reading,not-in-family,85345.64879585143,34435.13858340101,B,A,C,B,A,21339.201667304034,1
733,118,44,CA,100/300,500,1307.2193661003598,2000000,FEMALE,PhD,Machine-op-inspct,Exercise,wife,13120.542729227203,56553.63960515475,C,C,B,A,A,41182.05317041259,0
734,148,67,CA,500/1000,2000,1585.8681896553624,0,MALE,JD,Prof-specialty,Chess,unmarried,13394.659616135585,86014.42852715676,C,A,A,B,B,40612.04031724535,0
735,11,62,CA,100/300,2000,1483.2084014897578,0,FEMALE,College,Adm-clerical,Reading,not-in-family,18421.014721587126,47704.76940222965,B,B,B,A,A,1983.7624442185895,0
736,198,27,TX,250/500,1000,1787.7623422775541,0,FEMALE,Masters,Exec-managerial,Camping,not-in-family,59637.9836813183,14848.205420581462,B,C,A,B,A,88471.25670317374,0
737,145,41,FL,100/300,1000,1718.567932226416,0,FEMALE,JD,Machine-op-inspct,Camping,wife,20280.79244335653,15854.557818873782,B,C,B,A,C,67553.74525834921,1
738,294,48,CA,500/1000,1000,1983.5470726357057,0,FEMALE,PhD,Adm-clerical,Exercise,other-relative,61255.06048673011,5700.031709932762,A,A,B,C,A,66390.45777838679,0
739,330,55,CA,100/300,1000,1068.7867952833308,1000000,MALE,PhD,Adm-clerical,Reading,husband,72536.60092667703,74036.42474361019,C,A,B,B,A,58042.42594167264,0
740,32,36,CA,100/300,2000,747.3082065492694,0,MALE,PhD,Exec-managerial,Exercise,own-child,85851.41604273488,39924.76420012669,B,A,C,C,A,46348.26053176904,0
741,469,73,FL,250/500,1000,1639.7263967478418,0,MALE,Masters,Craft-repair,Exercise,wife,86732.26781033902,91802.28429848042,B,B,A,C,B,22867.14467018608,0
742,455,18,CA,100/300,500,1812.0710607324343,0,MALE,JD,Adm-clerical,Movies,other-relative,21468.78415522435,31007.05276673593,B,A,B,A,B,39546.61028960848,0
743,422,19,NY,250/500,1000,581.5579566666634,1000000,FEMALE,JD,Exec-managerial,Reading,wife,31221.509334130227,79830.74042761697,C,B,C,B,B,18050.615820680516,0
744,158,56,TX,500/1000,500,999.3149850170714,0,FEMALE,Masters,Machine-op-inspct,Reading,own-child,18166.506772380242,49521.616942156055,A,C,C,B,B,81638.13007562057,1
745,244,29,TX,100/300,500,1710.7910930574546,1000000,MALE,High School,Exec-managerial,Exercise,wife,68047.84273366442,84865.44661867252,A,C,A,C,C,21490.880387167974,0
746,282,47,CA,250/500,1000,1525.1546146869935,0,FEMALE,College,Craft-repair,Exercise,own-child,68679.82658979356,56126.03095193695,C,B,A,B,B,28087.33804069075,0
747,370,57,FL,250/500,1000,1632.952131041401,0,FEMALE,Masters,Machine-op-inspct,Camping,not-in-family,399.6739225015533,19238.825359808176,A,B,B,C,A,1764.774441762354,1
748,219,30,FL,100/300,500,1314.7994892341621,0,MALE,PhD,Craft-repair,Movies,unmarried,16484.981875767215,80110.83793767038,B,A,C,A,A,37755.64978174824,0
749,470,42,IL,100/300,1000,1072.758648601264,0,MALE,High School,Adm-clerical,Exercise,wife,33483.36247416894,564.8749407219489,B,A,A,C,C,71125.552439616,0
750,168,50,IL,250/500,500,1717.0867402547697,0,MALE,JD,Exec-managerial,Reading,husband,20719.672175104897,50432.344347237726,B,B,C,A,B,18237.24874763824,0
751,282,42,NY,250/500,500,1331.8101149396082,0,FEMALE,College,Prof-specialty,Movies,own-child,55134.71781721807,19582.117901426234,A,A,C,C,A,51380.94359927538,0
752,265,35,NY,500/1000,1000,1272.524359313551,0,MALE,PhD,Craft-repair,Reading,not-in-family,4042.2138350416635,33803.00088983541,A,B,B,A,C,93903.58980887257,0
753,406,25,FL,500/1000,500,1602.2663746998294,0,MALE,PhD,Exec-managerial,Movies,husband,82621.69565023851,40909.678456687085,C,C,C,C,C,44131.92588308782,1
754,288,49,NY,500/1000,500,786.300623077186,0,MALE,PhD,Prof-specialty,Camping,unmarried,46613.665510751765,55996.055771289786,C,C,C,B,B,79568.46147650197,0
755,409,29,IL,100/300,500,1379.0063996770248,0,MALE,Masters,Prof-specialty,Chess,husband,59380.784736506954,35455.68200122503,B,C,C,B,C,79938.54008535919,0
756,204,72,FL,100/300,2000,956.6221616675812,0,FEMALE,JD,Exec-managerial,Chess,husband,57979.6100739348,64477.63024349388,C,B,A,C,A,65398.777619860055,1
757,158,71,IL,500/1000,1000,532.1741329402723,0,FEMALE,High School,Machine-op-inspct,Exercise,unmarried,45069.56791780466,18745.92327412662,C,C,A,A,C,36924.49483795964,0
758,154,71,CA,100/300,1000,1623.3018272558293,0,FEMALE,College,Prof-specialty,Chess,not-in-family,56739.58411792163,78990.6279905216,A,A,B,B,A,76083.52643680118,1
759,268,36,CA,100/300,2000,1212.0282737412872,0,FEMALE,PhD,Exec-managerial,Reading,wife,7607.739270790869,60185.494604459214,B,C,C,A,B,94025.12482447173,0
760,175,38,NY,100/300,500,1854.8711434391346,0,MALE,Masters,Exec-managerial,Reading,unmarried,38454.80752101668,35177.34957957086,C,C,B,C,A,27577.669567949408,0
761,438,61,IL,100/300,2000,1250.2493799534204,0,MALE,Masters,Machine-op-inspct,Movies,other-relative,70987.2834064136,53186.76249781137,C,B,A,A,B,50406.841537181666,0
762,57,19,FL,500/1000,500,515.2838589136959,0,FEMALE,College,Exec-managerial,Camping,own-child,36624.667519189315,40396.23215928389,A,A,B,B,B,60231.45925015765,0
763,252,70,FL,100/300,1000,1113.1209445088587,2000000,FEMALE,High School,Craft-repair,Exercise,not-in-family,25404.96791849458,87491.04399651958,B,C,B,A,C,59641.11852623548,0
764,302,64,NY,500/1000,1000,756.6105953324029,0,FEMALE,Masters,Craft-repair,Exercise,not-in-family,56512.05197625152,54634.993508886095,A,B,C,C,B,41963.831425549295,0
765,97,28,IL,500/1000,1000,1881.6182568730183,2000000,FEMALE,Masters,Machine-op-inspct,Reading,own-child,47659.29921193548,78861.47106436089,A,B,C,A,A,54588.235453486785,0
766,46,68,NY,100/300,500,1168.6985276143166,2000000,MALE,JD,Adm-clerical,Reading,not-in-family,53343.92736169074,79493.25735836645,B,C,C,B,A,6057.046724617489,0
767,454,42,FL,100/300,2000,1266.040877775648,2000000,MALE,JD,Exec-managerial,Chess,not-in-family,95839.07731550766,73394.94638168646,C,A,A,A,C,6910.036865038706,1
768,299,18,CA,500/1000,2000,1048.2447638615936,0,FEMALE,High School,Craft-repair,Exercise,wife,14999.555416816302,75080.20400003844,A,B,C,A,B,93210.75483121781,0
769,203,52,IL,100/300,2000,1283.3363640878306,2000000,MALE,College,Craft-repair,Movies,not-in-family,61648.2640959934,22452.17725573232,B,C,A,A,B,55334.96137133153,0
770,388,50,NY,500/1000,500,624.1882501954012,5000000,FEMALE,PhD,Exec-managerial,Camping,unmarried,3058.1929305105614,87104.36266113771,A,A,A,A,A,19924.2187293439,0
771,101,58,CA,250/500,1000,1188.0996563597078,0,MALE,Masters,Exec-managerial,Exercise,own-child,64718.543704148135,70780.72969650336,C,A,A,C,B,26816.554042446143,0
772,5,44,TX,250/500,1000,1495.1649798037506,2000000,MALE,PhD,Prof-specialty,Movies,own-child,19728.341666190463,5395.905098848619,C,C,C,B,B,70540.61837514499,0
773,345,38,IL,500/1000,1000,1058.3816271911392,2000000,FEMALE,PhD,Machine-op-inspct,Reading,not-in-family,80690.84402826105,64764.90716311658,A,B,C,A,B,69359.84980318013,0
774,402,31,FL,250/500,1000,1089.001127432872,0,MALE,PhD,Prof-specialty,Movies,not-in-family,26968.10435085425,48201.84080058837,C,C,B,A,B,65984.02135122215,0
775,462,72,FL,500/1000,2000,1756.1293853447833,0,FEMALE,High School,Machine-op-inspct,Movies,husband,40106.312377902774,14240.26868010102,A,A,A,B,A,25369.37366672409,0
776,264,65,TX,500/1000,1000,1304.9393609341614,0,FEMALE,College,Prof-specialty,Exercise,unmarried,51576.1880513368,47309.1821130635,A,B,A,C,A,83435.22284443438,0
777,76,20,IL,100/300,1000,1381.472482233175,0,FEMALE,College,Machine-op-inspct,Movies,husband,60996.23437908229,92234.1203973043,B,C,C,B,A,6955.399315034755,0
778,34,58,NY,250/500,1000,945.2249463894561,0,MALE,JD,Exec-managerial,Exercise,other-relative,29914.295222826782,87602.73091026644,B,C,A,A,A,42474.22967982641,0
779,110,46,IL,250/500,1000,1224.469685596383,0,MALE,PhD,Machine-op-inspct,Chess,other-relative,15673.332886764469,8636.621402124578,A,A,A,C,C,76479.78477129535,0
780,417,34,IL,100/300,500,580.9409870619893,0,FEMALE,PhD,Craft-repair,Chess,other-relative,63519.76669920558,44051.52637194573,A,C,C,C,B,24206.888999595914,0
781,190,66,TX,500/1000,500,1145.4454005465857,0,MALE,Masters,Adm-clerical,Movies,wife,44191.17754233594,50954.27161565095,A,B,B,B,B,24424.354246986542,1
782,225,21,FL,100/300,2000,1704.0434546719111,0,FEMALE,High School,Craft-repair,Movies,unmarried,5763.142092925499,69107.6823101346,A,B,C,B,C,633.6815093886916,0
783,220,61,CA,250/500,1000,742.186113234111,1000000,MALE,PhD,Machine-op-inspct,Camping,wife,53685.216440107564,76659.46869829892,A,B,C,A,B,49681.19897365086,0
784,486,63,FL,500/1000,500,1646.716528887806,0,FEMALE,High School,Machine-op-inspct,Reading,other-relative,46714.554160290536,82848.98927130277,B,C,C,A,A,91901.87388709198,0
785,26,39,IL,500/1000,2000,1061.3234467916864,0,FEMALE,JD,Machine-op-inspct,Chess,not-in-family,51233.936613928476,59637.17629720819,A,A,A,C,B,51511.35085737796,0
786,301,31,FL,100/300,500,540.5925679755954,0,FEMALE,High School,Adm-clerical,Movies,wife,10708.818128414643,88221.92616767326,B,B,B,C,B,93387.79220384991,0
787,428,31,TX,500/1000,2000,1929.8117736893623,1000000,FEMALE,College,Adm-clerical,Movies,own-child,47297.42278256791,55650.70715071323,C,B,C,C,C,21935.38791836481,1
788,395,65,CA,250/500,2000,772.0365708573341,0,MALE,High School,Prof-specialty,Movies,wife,74525.44341313705,2309.051538219309,A,B,B,B,C,39787.79086454084,0
789,294,74,CA,250/500,1000,1002.1526558431244,5000000,FEMALE,PhD,Machine-op-inspct,Movies,unmarried,13272.758012938468,45862.791924913894,B,A,C,B,A,99163.45925802043,0
790,385,26,NY,250/500,2000,1221.091726856957,0,FEMALE,PhD,Prof-specialty,Movies,husband,62358.72908445739,16117.371329189134,B,A,B,A,C,80053.30537476225,0
791,430,19,FL,500/1000,1000,1924.1648303122765,0,FEMALE,PhD,Craft-repair,Camping,unmarried,17787.07103512557,57409.249458887214,C,A,A,C,B,57775.155733116946,0
792,99,54,FL,100/300,1000,1371.7514919727128,0,MALE,PhD,Adm-clerical,Reading,husband,30909.1732361085,68078.60295638461,C,A,A,C,B,9164.21614422844,0
793,383,22,TX,250/500,1000,1858.0113807129164,0,FEMALE,High School,Exec-managerial,Camping,not-in-family,36265.48506479287,68102.89434102883,C,A,B,A,A,13482.217169803771,0
794,308,35,FL,500/1000,2000,1346.69780173246,0,FEMALE,PhD,Adm-clerical,Exercise,wife,76338.42723737705,49043.530855534314,A,C,B,C,A,44305.3473776463,0
795,81,60,TX,100/300,2000,808.0937291896173,0,FEMALE,College,Prof-specialty,Camping,wife,22606.94622337217,71690.2745401681,A,A,B,B,A,81585.54511303405,1
796,5,49,NY,500/1000,2000,1346.557515810879,0,MALE,Masters,Exec-managerial,Reading,unmarried,26365.475060541656,11433.438051393952,A,B,C,C,C,74267.75141579182,0
797,221,58,IL,250/500,1000,650.6666163507618,0,MALE,PhD,Exec-managerial,Reading,not-in-family,87008.86412947271,94775.42652100876,C,C,B,B,B,85526.46965834226,0
798,468,26,FL,500/1000,2000,675.5883417795901,1000000,MALE,JD,Exec-managerial,Exercise,husband,74342.98756319928,84320.66512224515,B,A,C,B,C,40820.06811862218,0
799,439,61,IL,250/500,500,673.4977578040247,1000000,MALE,Masters,Adm-clerical,Exercise,other-relative,50624.8022097348,85503.43668119311,B,B,B,A,B,57958.39622044906,1
800,21,21,NY,250/500,1000,518.3791119816137,0,FEMALE,High School,Machine-op-inspct,Reading,not-in-family,31597.05413549454,3304.5914101558105,C,A,C,B,C,31145.63363182459,1
801,120,20,FL,250/500,500,726.9300810550764,2000000,FEMALE,College,Exec-managerial,Chess,other-relative,79172.29227529968,22934.438565474225,A,B,A,B,A,54044.17097874449,0
