claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
704,64,64,NY,100/300,1000,1994.2455397553947,0,FEMALE,High School,Craft-repair,Camping,own-child,34273.40273637573,36687.17064823884,Single Vehicle Collision,Unknown,Major Damage,None,OH,Riverwood,4,1,NO,3,1,NO,137427.4652500191,655.4219066889,11775.942440346442,11452.036969132467,Dodge,2018,1
705,416,60,CA,100/300,2000,786.8157766201127,0,FEMALE,PhD,Prof-specialty,Reading,unmarried,51019.2258913606,22408.259157800327,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,OH,Columbus,18,1,NO,3,1,NO,133836.58183203638,16031.651505407795,6616.969816758774,82948.47652220339,Chevrolet,2008,1
706,167,67,FL,250/500,500,969.1116742826002,0,FEMALE,Masters,Prof-specialty,Reading,not-in-family,90373.25356861924,66765.64377298365,Vehicle Theft,Unknown,Minor Damage,None,WV,Northbrook,10,1,Unknown,2,3,Unknown,95756.9298704609,29915.262113003017,14824.596707942874,64137.77702066992,Audi,2016,0
707,329,40,FL,100/300,2000,1229.0662977269812,2000000,FEMALE,JD,Machine-op-inspct,Exercise,own-child,8182.332708871698,91303.46380824769,Single Vehicle Collision,Unknown,Total Loss,Ambulance,PA,Columbus,4,4,NO,3,2,Unknown,38979.50810554074,26364.904802969595,23456.781254709826,30341.7306034511,Audi,2017,0
708,42,61,NY,100/300,1000,1496.1510067218364,1000000,MALE,PhD,Craft-repair,Camping,husband,66860.75922668305,43699.657573815,Parked Car,Unknown,Total Loss,None,PA,Northbrook,23,4,Unknown,3,1,Unknown,117601.52757681502,9300.763001138539,19803.9116685166,6477.1625317117805,BMW,1996,1
709,43,55,NY,100/300,500,1292.0711735056989,0,FEMALE,PhD,Craft-repair,Camping,own-child,1408.1285504878526,30321.247022290354,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Riverwood,8,3,YES,2,1,NO,30796.43980744115,11589.277023462102,13078.047143451868,29378.886555537483,Audi,1997,0
710,284,37,CA,100/300,2000,1954.1622036983852,0,MALE,High School,Adm-clerical,Camping,not-in-family,62990.85523602959,27074.18134894911,Single Vehicle Collision,Unknown,Total Loss,Fire,VA,Springfield,23,3,Unknown,1,1,YES,144793.2624524741,11637.179887143033,3568.3177374014863,16698.623103336602,Audi,2000,1
711,396,40,TX,100/300,1000,1585.9837463535373,0,MALE,JD,Machine-op-inspct,Chess,unmarried,55153.24893305936,2370.5242899748623,Vehicle Theft,Rear Collision,Total Loss,Ambulance,NY,Riverwood,7,4,YES,0,0,YES,1373.0674022327014,22025.364477150444,28714.70767104021,70785.9708594857,BMW,2013,0
712,11,62,NY,250/500,500,818.0672740744617,1000000,FEMALE,College,Craft-repair,Movies,other-relative,81186.66200900677,52031.672219406544,Vehicle Theft,Side Collision,Minor Damage,None,OH,Riverwood,10,4,NO,1,0,Unknown,85680.69033423127,10233.982579871506,8111.1157635146,64791.921759596735,Ford,2015,0
713,94,69,TX,250/500,2000,657.6463253204574,1000000,FEMALE,High School,Machine-op-inspct,Movies,other-relative,53166.247286447935,98823.60298548314,Single Vehicle Collision,Unknown,Total Loss,Police,OH,Columbus,21,1,Unknown,1,0,NO,13715.38841478335,4433.911841257822,8335.03637625052,44884.640396330964,Dodge,2007,1
714,301,33,IL,100/300,1000,1532.601936064035,0,MALE,High School,Machine-op-inspct,Movies,wife,35261.65997261374,81523.77161393224,Vehicle Theft,Front Collision,Minor Damage,None,VA,Riverwood,5,3,NO,1,0,NO,61436.129762212186,22413.222257506513,19365.066655155973,79737.11516788167,Saab,2014,0
715,385,67,FL,250/500,2000,737.6786602711445,0,MALE,College,Machine-op-inspct,Chess,unmarried,24275.08713282266,89747.47181652582,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Riverwood,14,3,YES,0,0,NO,95422.56427640737,13740.468547353139,23115.28866441308,16343.193863703651,Chevrolet,2015,1
716,252,59,TX,500/1000,2000,1681.5152605036312,0,FEMALE,College,Exec-managerial,Camping,wife,8524.974178207302,62116.40962755061,Multi-vehicle Collision,Side Collision,Trivial Damage,Ambulance,VA,Northbrook,5,4,YES,1,3,Unknown,103594.97509099149,2303.3617105940098,29524.582959520485,40731.70613047116,Saab,2002,0
717,498,72,FL,100/300,500,966.5550008905054,0,MALE,High School,Craft-repair,Movies,wife,53461.26742964312,48144.64104827508,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,21,3,NO,3,1,NO,117942.63571625331,23701.568054761825,29074.92781883419,63984.76532637443,Saab,1998,1
718,241,25,TX,500/1000,500,990.3398945834098,0,MALE,PhD,Machine-op-inspct,Camping,not-in-family,88832.19266485685,99045.70074037515,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Columbus,10,4,Unknown,0,3,NO,89202.49156333313,17559.337918506877,27412.81572696242,6195.431239709256,BMW,2019,1
719,34,67,IL,250/500,1000,516.1975885842679,0,MALE,Masters,Exec-managerial,Exercise,not-in-family,51474.44939556895,44716.21106388469,Vehicle Theft,Front Collision,Minor Damage,Ambulance,PA,Springfield,14,3,Unknown,3,1,YES,38072.24301725617,14681.079758063528,13059.407021500494,33603.69474443451,Ford,2013,0
720,214,38,NY,250/500,500,1551.516900642561,0,MALE,Masters,Exec-managerial,Movies,not-in-family,73910.28574658923,91683.05757134467,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,11,2,Unknown,0,0,Unknown,133443.3598187633,20200.295014418396,5000.089792693443,51492.665716178,Toyota,2022,0
721,336,18,IL,500/1000,1000,669.9046295970287,0,FEMALE,High School,Prof-specialty,Exercise,husband,29843.49382175756,76184.48087837349,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Springfield,8,2,Unknown,3,0,Unknown,121760.5582455463,15161.030484610988,17534.136098598832,33075.63813245843,Saab,2001,0
722,89,72,NY,250/500,2000,1659.3208661952772,0,FEMALE,PhD,Prof-specialty,Chess,unmarried,44813.08598747678,33097.842523805266,Vehicle Theft,Side Collision,Total Loss,None,VA,Columbus,9,3,YES,1,2,Unknown,24427.821497174078,19452.604439654977,517.6951664030416,43269.8891356203,Saab,2001,0
723,263,25,NY,100/300,2000,1237.80173287581,0,MALE,College,Craft-repair,Reading,other-relative,32460.32034459314,50306.218325298505,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,14,4,Unknown,1,2,NO,124063.42203907343,26024.65636095965,5887.4651698618045,54769.83960809975,Volkswagen,1995,1
724,92,46,FL,500/1000,1000,1676.4197224318536,2000000,MALE,High School,Prof-specialty,Chess,unmarried,10926.611135489738,38432.922176370135,Single Vehicle Collision,Front Collision,Major Damage,None,PA,Springfield,16,2,NO,1,3,NO,145910.35512861703,18405.43104333376,75.88190384293813,33218.316214744686,BMW,2013,1
725,409,49,IL,100/300,2000,1375.889808796612,5000000,MALE,JD,Craft-repair,Chess,not-in-family,41698.86032835049,13622.327416596492,Parked Car,Unknown,Major Damage,Police,NY,Columbus,15,1,YES,3,1,YES,95764.25796278368,19788.014935628245,5416.077377146164,9630.690597429893,Volkswagen,2020,0
726,457,55,TX,500/1000,500,623.6499080284862,2000000,FEMALE,PhD,Exec-managerial,Chess,husband,76428.72318372164,35676.658156219295,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Riverwood,21,4,NO,3,3,Unknown,42629.88085552712,18415.682082620242,14242.713701887682,12636.060311057701,BMW,2011,0
727,89,22,IL,250/500,2000,1648.4785050577746,1000000,FEMALE,JD,Exec-managerial,Movies,unmarried,39497.49995445172,88897.28842800944,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,7,2,NO,2,2,NO,91185.77777537543,15935.393328998898,11799.729332802477,47477.65686292231,BMW,2002,0
728,417,64,FL,500/1000,500,604.6992273421246,0,MALE,JD,Craft-repair,Exercise,unmarried,65017.92222182673,75263.5685349068,Vehicle Theft,Side Collision,Major Damage,Police,WV,Northbrook,16,1,NO,3,1,YES,51708.9928376707,5159.172329264146,11078.896947799176,15809.128304307565,Toyota,2020,0
729,114,39,NY,500/1000,1000,1218.0525808539983,0,MALE,High School,Prof-specialty,Movies,wife,75861.54840508603,27758.1074301662,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,VA,Columbus,10,2,YES,0,3,NO,101553.99736102478,10070.329306765963,24928.585918015873,80096.04712573632,Mercedes,2015,0
730,104,64,FL,100/300,1000,758.523821217445,2000000,MALE,PhD,Prof-specialty,Reading,unmarried,32273.622721632266,36791.33130975384,Multi-vehicle Collision,Unknown,Trivial Damage,None,NY,Springfield,10,2,Unknown,1,2,NO,81947.59393865308,20793.269020743668,20249.889139370338,75093.29309263197,Dodge,2009,1
731,390,51,CA,250/500,2000,1628.5027669668275,0,FEMALE,JD,Craft-repair,Chess,wife,79751.45596054768,61643.39230065218,Vehicle Theft,Unknown,Total Loss,Police,WV,Columbus,5,1,NO,0,0,Unknown,139458.84650741782,12764.283201053315,28092.95288613318,31477.98300364078,Chevrolet,2014,1
732,195,18,CA,100/300,2000,1867.3868417091899,0,MALE,PhD,Adm-clerical,Camping,wife,33892.57169697096,41613.98150084874,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,NO,2,3,Unknown,92877.32720852002,12183.870357330698,13360.232720330174,74805.74676234419,Saab,2013,0
733,313,72,TX,250/500,500,1331.1892450374114,0,MALE,Masters,Prof-specialty,Reading,own-child,25610.706046045605,50304.411636456294,Multi-vehicle Collision,Unknown,Total Loss,None,NY,Columbus,1,3,Unknown,2,0,NO,32490.26171721178,22778.078523916738,8166.890264278553,48033.58594766444,Audi,2001,1
734,113,72,FL,100/300,500,1290.7209414487706,0,MALE,JD,Machine-op-inspct,Exercise,not-in-family,22244.616775986502,69816.84110959824,Multi-vehicle Collision,Rear Collision,Total Loss,None,WV,Riverwood,0,2,Unknown,3,3,NO,108903.92606461176,167.0658187098373,3680.5361410006667,14398.678481404408,Audi,2018,1
735,492,43,TX,500/1000,2000,1645.9447944884269,0,MALE,JD,Prof-specialty,Reading,husband,19990.41457248393,46725.08481440207,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,19,1,Unknown,1,1,NO,45481.30852020185,20369.834407360155,20160.82187055438,55317.645723265,Chevrolet,2018,0
736,74,60,TX,100/300,2000,507.61821946359083,0,MALE,PhD,Adm-clerical,Movies,wife,73712.40728133968,19096.97896671958,Multi-vehicle Collision,Side Collision,Minor Damage,Police,PA,Columbus,5,3,Unknown,0,1,NO,41222.44746584625,14676.79531470046,25252.23265414971,61182.65543775495,Saab,2007,0
737,412,27,CA,250/500,1000,1876.637963952741,1000000,FEMALE,Masters,Exec-managerial,Camping,unmarried,88750.92610569176,52057.39373148292,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,OH,Columbus,4,1,NO,2,1,NO,59070.605523388265,11302.877437390564,5512.180927852689,7641.852904467259,Saab,1995,0
738,375,47,TX,250/500,1000,796.1732256366976,0,FEMALE,JD,Exec-managerial,Movies,wife,23064.847418528923,35611.82302170924,Vehicle Theft,Rear Collision,Trivial Damage,Ambulance,PA,Springfield,22,3,YES,2,1,Unknown,2293.5035198700098,10216.098347207688,26362.582335376086,28369.33282894123,BMW,2001,0
739,419,67,CA,500/1000,1000,1976.1783257393558,1000000,FEMALE,High School,Exec-managerial,Chess,wife,8524.029779615394,29073.422845862264,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,21,3,Unknown,0,2,Unknown,145386.52869411142,5186.2648594550865,15788.286050859992,584.0204863115126,Mercedes,1999,0
740,216,35,NY,250/500,2000,1604.3809219406933,0,MALE,PhD,Prof-specialty,Chess,wife,31376.69762884384,32810.85611065191,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbrook,21,1,Unknown,2,0,NO,80083.50114812539,10027.562482458092,4322.418964228557,28546.94942171576,Saab,2012,1
741,276,34,FL,100/300,2000,1661.3767215510065,2000000,FEMALE,PhD,Exec-managerial,Reading,other-relative,65784.72389213587,43900.221749000564,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Springfield,8,1,NO,0,2,NO,116137.33713400757,11742.554163311184,19285.89974705265,30256.53542944046,Mercedes,2002,1
742,248,43,TX,500/1000,2000,1484.3044705604098,0,MALE,JD,Adm-clerical,Chess,other-relative,36852.00922260389,88661.31428716211,Multi-vehicle Collision,Side Collision,Total Loss,None,OH,Springfield,4,2,Unknown,1,3,Unknown,39048.90724549281,13123.467582745046,15601.582246116404,56755.75554743973,Toyota,2009,1
743,163,25,CA,250/500,1000,1207.4947741777405,0,FEMALE,Masters,Adm-clerical,Chess,other-relative,54917.65392112188,73405.71043302002,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,NY,Riverwood,17,2,NO,3,3,NO,112119.41067922702,20169.019160325824,845.5064193819694,17993.990840459934,Chevrolet,2012,1
744,393,64,IL,250/500,2000,1357.4415400417483,0,FEMALE,JD,Prof-specialty,Exercise,other-relative,74430.49656751953,66788.19385013619,Vehicle Theft,Rear Collision,Total Loss,Police,WV,Columbus,23,3,NO,0,0,Unknown,85291.99009058124,13607.130582690148,11977.296141798726,2805.1797068285587,Toyota,2000,1
745,356,57,TX,100/300,500,569.6043290226885,0,MALE,College,Machine-op-inspct,Exercise,own-child,40847.85311550485,47126.021088173344,Vehicle Theft,Side Collision,Minor Damage,Fire,PA,Columbus,18,1,NO,1,0,Unknown,63909.55398003561,23888.52912670052,23543.63978828733,28475.544561045997,Toyota,2022,0
746,456,66,NY,100/300,2000,1435.9392641480213,0,MALE,JD,Prof-specialty,Movies,wife,99969.48313711949,182.9947149683431,Parked Car,Front Collision,Trivial Damage,Ambulance,PA,Northbrook,14,2,NO,0,2,Unknown,145615.04931637106,19192.139921351234,16662.712602663214,74323.19720867726,Chevrolet,1999,0
747,407,29,NY,500/1000,2000,1439.1471529805701,0,MALE,College,Exec-managerial,Movies,own-child,29794.92602355025,34055.07114390913,Multi-vehicle Collision,Front Collision,Minor Damage,Police,OH,Riverwood,14,3,Unknown,2,1,Unknown,74329.63526488766,5687.91238482268,8461.233787875915,35983.15397964857,Mercedes,2016,0
748,191,44,IL,250/500,2000,1836.8011961027141,0,FEMALE,High School,Prof-specialty,Exercise,unmarried,97824.8351872617,81319.20399794735,Parked Car,Side Collision,Trivial Damage,Fire,OH,Columbus,8,2,YES,1,2,YES,98790.0579925067,8315.195183115404,27859.25290147649,37416.92990807838,Audi,2005,0
749,226,25,CA,100/300,2000,1258.484536145329,0,MALE,PhD,Adm-clerical,Reading,not-in-family,20302.966523311396,38817.09095177397,Parked Car,Unknown,Minor Damage,Police,OH,Riverwood,13,3,Unknown,0,2,NO,2793.6576277370145,2377.4755932415637,7133.371141315797,42265.57789990955,Dodge,2020,0
750,176,42,TX,500/1000,2000,615.7165611290915,1000000,FEMALE,PhD,Prof-specialty,Exercise,husband,11093.174326428978,56381.912506764056,Parked Car,Rear Collision,Major Damage,None,OH,Springfield,4,2,YES,1,3,NO,45567.553371547925,28371.652647699666,7582.0802079784835,67685.81588981778,Saab,2002,0
751,98,63,CA,250/500,500,959.2938807231219,1000000,FEMALE,Masters,Prof-specialty,Movies,own-child,75083.06250943679,20473.981634709682,Single Vehicle Collision,Unknown,Minor Damage,None,OH,Columbus,16,1,Unknown,0,2,NO,133359.38914092994,26596.514436878,10639.18038840789,43254.23782483361,Volkswagen,2003,1
752,495,21,NY,250/500,500,1483.4441181714762,0,FEMALE,JD,Machine-op-inspct,Camping,other-relative,70230.9656651198,91585.77418457909,Parked Car,Unknown,Trivial Damage,Fire,OH,Springfield,14,4,NO,0,0,Unknown,113964.37963684482,2543.8867635281135,26836.135837683854,8306.31945305674,Chevrolet,2007,1
753,35,50,CA,500/1000,2000,858.8882941271959,0,MALE,High School,Adm-clerical,Chess,other-relative,81116.93472424644,92317.04357370666,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Northbrook,19,4,Unknown,1,1,Unknown,80744.72840825965,17222.280475423802,15228.76186276549,18655.3419840085,Audi,1997,0
754,465,18,NY,500/1000,1000,920.7917327831015,1000000,MALE,College,Craft-repair,Camping,unmarried,34359.04217333049,14607.038395835381,Vehicle Theft,Rear Collision,Minor Damage,Fire,WV,Northbrook,16,3,NO,1,3,Unknown,135073.87621343616,28812.054565824557,20465.371776774868,16991.9732926325,Volkswagen,1997,0
755,496,36,CA,100/300,2000,1730.70352454128,0,MALE,Masters,Craft-repair,Camping,wife,93080.76538529836,72415.89492063322,Multi-vehicle Collision,Side Collision,Major Damage,None,PA,Springfield,23,4,Unknown,1,0,NO,73189.96672452959,22414.283698384672,29287.925175308417,45756.91232454978,Toyota,2001,0
756,486,48,IL,250/500,2000,1376.4795976440637,0,FEMALE,High School,Adm-clerical,Chess,husband,11948.142837307885,7523.850775191298,Vehicle Theft,Side Collision,Minor Damage,None,PA,Northbrook,23,4,NO,2,3,Unknown,85192.80609607245,14754.36581912018,23498.888906770935,2790.658909363746,Audi,1997,0
757,95,33,FL,250/500,2000,1262.7911476603588,0,FEMALE,High School,Craft-repair,Exercise,own-child,3027.7101331126155,59854.76179800978,Single Vehicle Collision,Side Collision,Major Damage,Police,OH,Springfield,8,3,YES,3,2,YES,57631.85065603307,7233.089667199045,5178.003559532798,25597.13310529745,Mercedes,2005,0
758,151,31,IL,250/500,1000,977.6779502087065,0,MALE,College,Exec-managerial,Reading,wife,30056.38851119715,17865.365082599637,Single Vehicle Collision,Rear Collision,Major Damage,None,PA,Springfield,12,4,NO,0,2,NO,93195.9854900712,8371.112252438868,23650.617871199298,54686.82519978086,Chevrolet,2008,0
759,150,70,IL,500/1000,1000,1596.39205389955,0,FEMALE,College,Craft-repair,Camping,wife,79732.44634002504,14570.525248920385,Multi-vehicle Collision,Unknown,Total Loss,Fire,OH,Springfield,21,2,Unknown,0,0,YES,48190.72887267063,22087.13864014082,22450.114476780567,31983.095730290992,Ford,2020,0
760,189,65,FL,100/300,1000,931.5776517350439,0,FEMALE,PhD,Exec-managerial,Reading,not-in-family,67298.23072736482,411.98173926698666,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,12,2,NO,1,0,YES,58131.0805425824,23417.2581973154,6978.509834316768,63723.32304185206,Ford,2022,0
761,223,22,FL,250/500,500,1605.595276466263,0,FEMALE,JD,Adm-clerical,Movies,not-in-family,43620.876422262314,94085.71368674033,Vehicle Theft,Side Collision,Trivial Damage,Ambulance,VA,Northbrook,4,2,YES,0,3,NO,144965.77634948667,15860.799730542976,9760.494926628478,35270.79818342545,Saab,2015,0
762,36,58,TX,500/1000,1000,605.152220401163,0,MALE,Masters,Craft-repair,Camping,own-child,25625.361419433546,82925.24915204578,Single Vehicle Collision,Unknown,Major Damage,Fire,WV,Northbrook,13,1,YES,3,1,YES,17140.647630038726,3628.4610455011434,21303.847195892304,88135.25180116229,Audi,2004,0
763,267,43,TX,250/500,500,1796.8120123731255,2000000,FEMALE,JD,Craft-repair,Movies,own-child,5927.27867679772,7747.555725795907,Parked Car,Side Collision,Total Loss,None,NY,Springfield,6,2,Unknown,3,3,YES,16235.674114283125,28016.05120879784,7151.792822035757,86885.53020654246,Audi,2014,0
764,368,45,IL,100/300,500,1249.3496950638992,0,FEMALE,Masters,Exec-managerial,Exercise,own-child,33750.55784474725,59937.56100670233,Parked Car,Unknown,Minor Damage,Fire,WV,Riverwood,4,4,NO,0,2,Unknown,6975.744908524852,25342.882037002048,6245.606070078578,72005.68023036675,Ford,2021,0
765,182,19,IL,250/500,1000,1157.7620250484551,0,MALE,High School,Exec-managerial,Camping,own-child,46001.97677547496,23289.82347992329,Single Vehicle Collision,Side Collision,Minor Damage,None,NY,Northbrook,11,4,Unknown,0,0,YES,48346.65570416,4216.1633708226855,21104.183163909933,85899.70847183085,Dodge,2003,0
766,12,67,NY,100/300,1000,1416.5351173128868,0,MALE,College,Prof-specialty,Movies,other-relative,68702.38380712052,26401.58821396067,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,PA,Riverwood,2,2,NO,1,0,Unknown,60035.27174895467,1701.8275088655666,26417.864784592908,18509.563921427904,Volkswagen,2021,0
767,278,23,NY,100/300,1000,1436.2881093444057,0,MALE,College,Machine-op-inspct,Movies,wife,64597.1954946431,87417.03216759925,Parked Car,Front Collision,Total Loss,Police,WV,Northbrook,8,1,YES,3,3,YES,14630.088788397166,16076.03048249201,2250.500478663601,67607.99260509099,Toyota,2006,0
