claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
656,80,54,FL,250/500,2000,1753.495798113687,0,FEMALE,PhD,Machine-op-inspct,Chess,wife,22832.091500914154,38387.44553441867,B,C,C,A,A,5254.844268664225,0
657,358,36,CA,500/1000,500,1618.527559927835,0,MALE,PhD,Prof-specialty,Reading,wife,22664.6334710619,68945.75942596214,C,A,A,A,C,596.9298168077975,0
658,15,48,CA,500/1000,500,1503.8171712397834,0,FEMALE,College,Adm-clerical,Exercise,wife,43468.252028236966,99074.45123413453,C,B,C,B,A,2055.056362445178,0
659,343,46,IL,500/1000,500,1708.4630052324012,0,MALE,High School,Exec-managerial,Camping,other-relative,42177.41371886743,73215.08587516565,B,A,A,A,B,5584.6777605637435,0
660,172,43,TX,100/300,500,1980.022327687754,0,FEMALE,College,Adm-clerical,Movies,not-in-family,52998.97747427978,36030.90215348812,A,C,A,B,A,5214.743071958702,1
661,46,56,TX,500/1000,500,1417.1614259941493,0,FEMALE,PhD,Machine-op-inspct,Camping,not-in-family,72848.6749430378,43064.90223043218,B,B,B,B,A,8128.4531363938195,0
662,317,71,IL,500/1000,2000,1279.4803278075194,0,MALE,PhD,Prof-specialty,Camping,wife,89915.65917350473,65598.47071880732,B,A,A,C,C,4036.604705779067,0
663,276,53,NY,500/1000,2000,727.26642256484,0,MALE,JD,Exec-managerial,Exercise,husband,45170.198708862474,50378.215472243624,C,C,C,A,A,7334.656200871121,0
664,150,29,CA,250/500,2000,1093.8356694726845,0,FEMALE,College,Craft-repair,Movies,not-in-family,59516.883336262916,46791.54944057634,A,A,C,C,B,2739.1137512332566,0
665,19,48,FL,100/300,1000,1328.7469438465287,0,MALE,JD,Machine-op-inspct,Chess,wife,49436.071349343736,51947.78496251835,B,B,A,B,B,1789.2948666452164,0
666,95,25,NY,250/500,500,570.8556833615762,1000000,MALE,JD,Exec-managerial,Exercise,unmarried,247.1238574606627,68244.6465780194,C,C,B,A,B,7447.153198465331,0
667,236,31,TX,100/300,2000,1949.3227253658229,1000000,MALE,Masters,Craft-repair,Exercise,own-child,82629.70370722207,40287.305911780546,C,B,C,C,C,3531.521244417196,0
668,494,38,FL,500/1000,2000,626.2948827886019,0,MALE,PhD,Machine-op-inspct,Movies,unmarried,73580.0911576354,16915.244305747434,B,B,A,C,B,9083.337016897543,0
669,196,56,TX,500/1000,1000,1996.3258735483428,0,MALE,College,Machine-op-inspct,Exercise,other-relative,95955.64661960308,58580.26647466387,A,B,A,B,A,6095.717823704299,0
670,380,58,CA,500/1000,500,869.1784741570982,0,MALE,College,Exec-managerial,Movies,wife,37237.71303592863,35687.93655802928,A,A,A,C,B,9104.861911799753,0
671,415,29,CA,500/1000,2000,1584.0297181714739,0,FEMALE,JD,Adm-clerical,Movies,wife,82013.25298571725,49260.43667422465,C,B,B,C,C,6996.627796051106,0
672,205,64,FL,250/500,1000,1223.7788431196882,0,FEMALE,College,Exec-managerial,Exercise,not-in-family,72766.04957492187,98166.49850769927,C,C,C,B,B,9712.02898775639,0
673,274,70,TX,100/300,2000,582.8838096805255,2000000,FEMALE,JD,Prof-specialty,Exercise,unmarried,11675.186499775891,22402.02002567471,B,B,C,C,A,3476.8823256098763,0
674,23,66,TX,250/500,2000,830.1957235905029,5000000,MALE,Masters,Prof-specialty,Exercise,wife,97020.66351664742,58998.147200055784,B,C,B,B,B,9119.163870887649,0
675,483,63,FL,250/500,1000,1944.7166705610825,0,MALE,JD,Craft-repair,Chess,not-in-family,15323.129305660399,81749.60289603985,A,B,B,B,A,7224.70661496609,0
676,218,56,FL,500/1000,1000,1283.69397192535,0,FEMALE,Masters,Craft-repair,Camping,unmarried,83047.25433263798,38454.65971324361,C,A,B,B,C,2974.705705796829,0
677,488,62,FL,100/300,500,1733.1618247660554,0,FEMALE,PhD,Craft-repair,Movies,other-relative,47369.10151655468,64801.03746505302,C,B,C,C,A,1021.4887399474816,0
678,252,50,CA,250/500,2000,1855.8345257808496,1000000,MALE,Masters,Adm-clerical,Movies,not-in-family,60065.75598319218,30702.64172542331,C,A,B,B,A,8532.219965566905,0
679,232,29,TX,100/300,1000,531.3324210802446,0,MALE,High School,Machine-op-inspct,Exercise,husband,51583.53768969049,20619.397241830906,B,C,C,B,B,6588.268696669523,0
680,138,33,CA,250/500,2000,1582.7289369554221,0,FEMALE,College,Exec-managerial,Chess,own-child,6706.771341556139,44241.50232954626,C,A,A,C,C,4582.548125202839,0
681,144,38,IL,250/500,1000,1131.6847692717063,0,FEMALE,JD,Machine-op-inspct,Chess,wife,94728.49585191152,77111.65440405293,B,B,A,A,B,7010.304350261507,0
682,413,74,NY,250/500,2000,662.0521101975871,0,MALE,JD,Craft-repair,Camping,other-relative,87327.12154014765,56024.36540640467,A,C,C,A,B,2983.6068872196493,0
683,173,62,IL,250/500,500,1182.9884216541448,0,MALE,JD,Machine-op-inspct,Chess,unmarried,58656.23282890987,83659.24522575934,B,C,A,C,B,4451.073182848862,0
684,418,68,NY,250/500,1000,1917.4011559507333,2000000,FEMALE,Masters,Machine-op-inspct,Chess,other-relative,49027.10917278287,29363.745575170098,C,C,C,C,A,7863.44292084376,0
685,398,40,TX,100/300,2000,1209.3413711934727,0,MALE,High School,Prof-specialty,Camping,husband,33268.76242457146,82392.92662296994,A,C,A,C,A,8023.377646717658,0
686,88,32,CA,500/1000,2000,849.4050892265111,0,FEMALE,PhD,Exec-managerial,Movies,wife,17479.566390679156,93639.90428293815,B,C,C,B,B,5219.680111348492,0
687,229,33,CA,250/500,2000,1217.7401184883997,0,MALE,PhD,Machine-op-inspct,Camping,unmarried,78255.53864328549,37781.846489122116,A,A,B,B,B,1648.8100950736355,0
688,70,34,IL,250/500,1000,1191.2977334556986,0,MALE,PhD,Machine-op-inspct,Exercise,other-relative,51676.00428002488,92616.61465438278,A,B,B,B,B,3702.615519397212,0
689,385,47,NY,100/300,500,947.1184667290504,0,MALE,PhD,Adm-clerical,Reading,unmarried,67847.54179614894,88208.30957475085,A,A,C,C,B,7651.195116432149,0
690,366,71,TX,250/500,500,1257.3691418938329,0,MALE,JD,Prof-specialty,Camping,wife,29512.30464302773,7860.706386488736,A,C,C,C,B,535.6418246266159,0
691,258,37,FL,250/500,500,1325.6891717920585,0,FEMALE,PhD,Craft-repair,Exercise,wife,89136.21126297361,69656.31790421518,C,C,B,A,B,6828.233096419396,0
692,304,18,IL,100/300,2000,893.0544693434936,0,FEMALE,PhD,Adm-clerical,Chess,unmarried,97813.51452152805,81046.34653041943,C,A,B,A,A,7985.797441425985,0
693,178,30,CA,100/300,1000,1988.8848283567174,0,FEMALE,College,Prof-specialty,Movies,other-relative,66099.36187157338,37915.030083487596,C,C,A,B,C,5548.661006505214,0
694,33,27,TX,250/500,2000,1052.5479436094158,0,MALE,High School,Exec-managerial,Exercise,own-child,85427.39654363127,34675.3695261445,A,B,A,C,B,3049.6456787241377,0
695,70,54,NY,500/1000,1000,1568.2486028183118,0,FEMALE,PhD,Adm-clerical,Chess,other-relative,23425.504587512103,87301.54547831323,B,B,B,A,B,6234.733858846325,1
696,339,18,CA,250/500,500,1884.5612949095485,0,FEMALE,High School,Adm-clerical,Camping,wife,97224.05364656006,43975.65544321627,A,A,A,C,C,5847.547787930691,0
697,305,31,FL,500/1000,500,740.784266509594,5000000,FEMALE,Masters,Adm-clerical,Camping,wife,22724.342565254163,67818.00865979907,B,B,C,C,A,8824.111075016704,0
698,128,31,FL,100/300,500,732.9213313847983,0,MALE,College,Exec-managerial,Exercise,not-in-family,22852.116055878625,47662.55219736705,C,B,A,C,A,7949.441500969505,0
699,221,27,IL,100/300,1000,1095.8028098611005,0,MALE,High School,Machine-op-inspct,Chess,wife,92048.3754641534,32216.74783600875,C,B,A,B,B,4821.212068532905,0
700,320,55,IL,100/300,2000,1730.7484714908383,0,MALE,PhD,Craft-repair,Movies,other-relative,28522.194437548897,82718.42581058946,C,C,C,C,C,6956.834033422258,0
701,156,24,IL,100/300,500,1458.2254214547233,0,FEMALE,JD,Machine-op-inspct,Camping,unmarried,36389.010561593415,48934.90323915978,B,C,B,B,A,1705.2112813419674,0
702,388,44,IL,100/300,1000,1178.960684360226,0,FEMALE,College,Craft-repair,Reading,own-child,85329.9490541477,26212.896286415144,C,B,C,C,C,5660.9572801185595,1
703,450,72,FL,500/1000,2000,1153.4365068405064,0,MALE,PhD,Prof-specialty,Camping,own-child,85751.12169562551,96971.57358906642,C,B,C,B,B,574.918578002319,0
704,443,64,TX,500/1000,1000,1385.8219972029592,0,FEMALE,Masters,Adm-clerical,Chess,other-relative,8347.93807497094,14783.494483435921,A,C,B,C,A,3483.243229163063,0
705,157,19,TX,100/300,1000,889.9039847846664,0,FEMALE,College,Exec-managerial,Camping,wife,31983.11546810312,12988.4637074846,B,A,A,C,B,1740.9364866800984,0
706,448,21,FL,250/500,2000,1741.166848858908,5000000,FEMALE,Masters,Adm-clerical,Reading,husband,24118.98065026047,90141.9968226016,C,B,C,A,B,2078.7406106265917,0
707,234,57,NY,500/1000,2000,975.4984491758513,2000000,MALE,High School,Craft-repair,Reading,unmarried,89819.01405040135,90279.67913930971,B,B,C,C,A,7354.460222410518,0
708,330,74,IL,500/1000,1000,1382.4189546442415,0,FEMALE,College,Adm-clerical,Exercise,husband,29622.844280575224,76179.19905796454,A,B,A,B,C,3791.8404452561244,0
709,144,34,IL,100/300,500,562.9468629747911,0,FEMALE,PhD,Adm-clerical,Exercise,unmarried,23755.169210370164,15096.045548069036,A,C,B,C,A,924.8148521135842,0
710,245,37,CA,500/1000,2000,1066.1557858397541,0,FEMALE,High School,Exec-managerial,Exercise,own-child,29409.94932722898,75162.63499383217,A,C,C,B,C,9660.742411125719,0
711,294,24,FL,250/500,2000,1527.2831350826186,0,MALE,PhD,Adm-clerical,Camping,wife,87581.97604961782,17138.599264083532,B,B,B,C,A,7563.8461414721405,0
712,122,71,CA,500/1000,1000,654.2388454254899,1000000,MALE,PhD,Exec-managerial,Movies,husband,19055.728084277667,5962.338800935551,B,A,C,A,A,9938.787127483489,0
713,54,68,CA,250/500,1000,1658.2638946883228,0,FEMALE,PhD,Adm-clerical,Movies,own-child,18453.38848395505,31801.029523302983,B,C,C,C,A,1434.0236511257824,0
714,84,23,IL,100/300,1000,873.518946878425,0,FEMALE,Masters,Machine-op-inspct,Movies,unmarried,83783.60089227263,71001.37166512312,C,A,C,C,A,9603.724890758755,0
715,377,25,CA,500/1000,2000,1850.5192104852688,0,MALE,JD,Prof-specialty,Camping,husband,17193.60997298798,32721.1662799723,B,A,B,B,A,701.800038954922,0
716,347,27,TX,250/500,2000,1087.5712995677547,0,MALE,PhD,Adm-clerical,Movies,not-in-family,50273.69775422045,71654.32105724905,C,A,C,C,A,3891.246114426007,0
717,3,42,TX,500/1000,500,1656.5897064786238,0,FEMALE,PhD,Prof-specialty,Movies,wife,48341.451495923946,93611.9034054426,C,C,B,A,A,6133.50237387703,0
718,381,21,TX,500/1000,500,1396.3508427697602,0,MALE,Masters,Exec-managerial,Reading,not-in-family,1096.2947552384471,58322.74836040501,A,A,C,A,C,4973.142371833139,1
719,39,33,TX,250/500,2000,1127.3804187041728,0,MALE,High School,Adm-clerical,Reading,not-in-family,60833.66506600262,3632.315938482189,A,A,B,A,C,4432.748759370926,1
720,202,25,TX,500/1000,2000,1139.4380745889887,0,FEMALE,PhD,Craft-repair,Chess,unmarried,67177.7307349642,4205.979490278244,B,A,A,B,A,5340.8207112767395,0
721,179,66,TX,500/1000,1000,552.1054588562906,0,MALE,High School,Craft-repair,Reading,husband,20216.39253780647,16017.94954211061,A,A,B,C,C,2630.4470400361856,0
722,193,67,CA,100/300,500,1545.2614884381435,0,MALE,Masters,Craft-repair,Camping,husband,57749.015884293905,67082.02163228823,B,B,C,B,A,100.04730823071516,0
723,229,54,TX,500/1000,1000,1755.3527331028617,0,FEMALE,Masters,Prof-specialty,Movies,other-relative,14406.308813117808,30895.92991658483,C,A,C,A,A,1547.6024675244284,0
724,120,41,IL,250/500,2000,819.6977369256873,0,MALE,College,Machine-op-inspct,Chess,other-relative,74078.26032711005,37137.664798084734,B,C,A,B,C,1355.9631642308823,1
725,182,73,NY,250/500,2000,1729.3830742797384,0,FEMALE,College,Machine-op-inspct,Exercise,not-in-family,53569.937028002634,35285.51707096064,B,A,A,A,B,3038.0037870099886,0
726,456,35,TX,250/500,500,1619.8376499012886,1000000,MALE,JD,Adm-clerical,Camping,husband,41094.16377387026,36557.509840755265,B,C,B,C,B,5010.930491657383,0
727,486,21,FL,100/300,1000,1822.2256217360884,1000000,MALE,College,Machine-op-inspct,Camping,husband,96151.86670031244,61807.69102862681,C,A,C,B,B,8430.850431499855,0
728,78,40,CA,500/1000,1000,1866.487669939354,0,FEMALE,College,Adm-clerical,Camping,wife,95316.39864589917,58376.41409223156,B,C,B,C,C,6446.607002920666,0
729,100,40,TX,100/300,1000,880.7572317892211,0,FEMALE,High School,Adm-clerical,Reading,wife,3806.2380384047524,86810.75534413761,A,C,C,C,B,7243.282810024901,0
730,51,22,NY,100/300,1000,716.6788182154572,0,MALE,College,Exec-managerial,Reading,not-in-family,29851.100351500747,98721.6272238475,C,B,A,C,A,4922.116348114584,0
731,395,72,NY,100/300,500,1822.4298049579647,0,MALE,JD,Prof-specialty,Reading,wife,24021.031752450785,84030.04097445085,A,C,A,C,C,4238.67645958899,1
732,380,66,TX,500/1000,1000,1687.805276988807,1000000,MALE,College,Adm-clerical,Exercise,not-in-family,95316.14806241258,77298.19755445732,C,A,C,C,A,5375.814434508651,0
733,228,29,IL,100/300,1000,539.7115431767098,0,MALE,JD,Craft-repair,Chess,unmarried,18397.2687253411,37083.46757369905,C,B,C,B,A,2452.9276650195607,0
734,133,18,IL,100/300,1000,1605.3228966436016,0,MALE,JD,Exec-managerial,Chess,unmarried,5472.29709274607,91482.64676584423,A,A,B,A,A,7828.649662722051,0
735,367,23,TX,500/1000,500,1004.8999881243797,2000000,MALE,PhD,Exec-managerial,Reading,unmarried,20193.11169453797,36471.47765511394,B,A,C,A,C,7614.414224577742,0
736,248,41,FL,500/1000,500,1143.0448122379166,0,MALE,JD,Exec-managerial,Reading,own-child,75230.7467684188,6366.647348321974,A,A,C,A,B,7945.438240376205,0
737,60,32,CA,250/500,500,1405.8928833347136,0,FEMALE,High School,Machine-op-inspct,Exercise,unmarried,51402.78711525213,50815.20838726282,A,C,A,A,A,3568.309336573508,0
738,296,62,TX,250/500,2000,1933.000521278117,0,MALE,PhD,Machine-op-inspct,Movies,wife,96728.03368872179,26379.073486977744,B,A,C,B,A,3637.5710655743283,0
739,444,30,IL,100/300,500,658.8776843470691,0,MALE,Masters,Adm-clerical,Chess,unmarried,81174.4816904804,48469.60033622722,B,B,B,C,C,1304.2196144414295,0
740,459,29,IL,500/1000,500,518.5088549676506,1000000,MALE,High School,Prof-specialty,Camping,wife,19715.003958559453,68095.162963204,B,C,C,A,B,5939.944175544154,0
741,437,45,FL,250/500,2000,1481.8794068785037,2000000,MALE,High School,Prof-specialty,Movies,wife,37766.1543882792,86245.79776728843,B,C,B,A,B,4990.378482278597,0
742,117,31,IL,100/300,1000,505.9596527329152,1000000,MALE,JD,Adm-clerical,Chess,other-relative,81501.91873632654,25096.004465788334,B,A,C,C,C,1481.5570717673902,0
743,43,55,CA,250/500,500,1990.524282589168,0,FEMALE,JD,Adm-clerical,Exercise,wife,73595.35276292176,92067.97959564079,B,C,B,C,C,2117.4438648061328,0
744,416,34,FL,100/300,500,604.3500786319568,0,MALE,Masters,Adm-clerical,Chess,husband,33037.07468996962,99228.30180366467,C,B,C,A,A,1379.6864349645662,0
745,300,65,NY,250/500,2000,1210.1559855521818,2000000,FEMALE,High School,Prof-specialty,Movies,husband,58980.70022668388,20129.15263667694,A,B,C,C,C,6343.960635694594,1
746,413,28,FL,250/500,2000,1217.4776949578222,1000000,MALE,PhD,Machine-op-inspct,Camping,husband,58453.210082882135,34705.96306300269,B,A,A,C,C,1925.2817296897224,0
747,490,53,IL,100/300,500,888.2213094895067,2000000,MALE,High School,Craft-repair,Movies,unmarried,87860.97070676977,71540.6306722758,C,B,B,C,A,6531.738477417919,0
748,211,45,NY,500/1000,500,590.7731705181425,2000000,FEMALE,Masters,Exec-managerial,Movies,wife,2104.5342637829312,37012.72318308053,B,A,C,B,C,4928.901957014279,0
749,265,70,IL,500/1000,2000,1623.2425893733136,0,FEMALE,High School,Craft-repair,Reading,own-child,25892.322242538747,22094.539237418565,C,C,C,B,C,2215.5628450270565,0
750,203,60,TX,500/1000,500,1814.3594057524226,0,MALE,College,Craft-repair,Chess,not-in-family,71118.98874999318,40354.336895446504,A,C,C,A,B,373.67134314183335,0
751,7,42,IL,250/500,1000,975.4289216781978,0,FEMALE,High School,Adm-clerical,Reading,wife,64753.33364423024,70451.4600645799,B,C,A,A,C,1077.909571647991,0
752,127,29,FL,250/500,500,1762.518621842211,2000000,MALE,JD,Prof-specialty,Exercise,own-child,34146.51120641401,1698.200881187284,C,A,C,B,B,3416.4505068904887,1
753,278,54,CA,100/300,1000,1866.8819921709144,0,FEMALE,PhD,Craft-repair,Exercise,unmarried,85909.7018316992,66923.47909861534,A,A,A,A,A,6004.4212237526135,0
754,387,66,IL,500/1000,2000,1968.143558618813,0,FEMALE,High School,Prof-specialty,Chess,other-relative,73501.05682418018,90066.76603513732,C,B,A,C,C,967.2285022991302,0
755,436,37,FL,500/1000,1000,1549.0344502314192,2000000,FEMALE,High School,Adm-clerical,Reading,other-relative,59900.74533557571,98776.08404198095,B,B,C,A,B,5208.073232178662,0
756,476,45,TX,500/1000,500,1148.5968773056065,2000000,FEMALE,JD,Craft-repair,Reading,wife,24545.506353721947,25419.997704971465,B,A,B,C,C,7356.306697797191,0
757,493,74,TX,100/300,1000,1768.5879486731842,1000000,FEMALE,Masters,Craft-repair,Reading,unmarried,29785.51112606651,74529.12598786126,B,C,B,A,A,8772.595098927335,1
758,160,33,CA,500/1000,500,1183.9118762405242,0,FEMALE,Masters,Exec-managerial,Movies,wife,64611.405240665656,16723.08231215097,B,C,A,A,C,8336.308601409855,0
759,195,73,CA,250/500,2000,1673.2247144880694,0,MALE,College,Adm-clerical,Reading,own-child,96497.25141165758,23287.001542267426,C,C,A,A,C,1458.338971837905,0
760,142,25,CA,100/300,2000,1868.6080337707735,0,MALE,JD,Prof-specialty,Movies,wife,85342.00057560144,66001.56459072199,A,B,C,C,B,9908.523849824333,0
761,246,26,IL,250/500,2000,1462.7239016535332,2000000,FEMALE,Masters,Adm-clerical,Reading,other-relative,20899.85022973808,81847.7875228897,B,C,A,A,A,9853.368695196403,0
762,11,45,TX,250/500,1000,1581.0207274645409,0,MALE,Masters,Adm-clerical,Chess,husband,74785.20905319645,9415.682842251672,A,C,C,B,A,5680.373549256905,0
763,275,20,FL,250/500,500,1625.2049638387136,1000000,FEMALE,JD,Craft-repair,Reading,unmarried,93677.24458098835,38450.110703245286,C,A,A,A,B,5921.898607446035,0
764,189,62,CA,250/500,1000,1726.0466245615332,2000000,MALE,JD,Machine-op-inspct,Chess,own-child,9839.132639870773,86651.87225120582,A,A,A,B,A,2796.0066818412834,0
765,113,55,NY,100/300,500,1014.4037396756474,0,FEMALE,JD,Adm-clerical,Camping,husband,67989.52546019827,75349.67737885776,B,A,A,C,C,2796.2309541849504,0
766,495,63,FL,100/300,2000,1858.5941361965524,2000000,FEMALE,College,Exec-managerial,Movies,other-relative,8478.843749492804,5141.041884495868,C,C,B,C,B,2387.320731150171,0
767,97,58,NY,250/500,500,1839.4835917133325,0,FEMALE,High School,Craft-repair,Camping,other-relative,469.846545310193,40738.96963209648,B,A,A,B,A,4902.916271493079,1
768,471,52,TX,100/300,500,1641.87608294969,0,MALE,PhD,Prof-specialty,Chess,not-in-family,97540.88015012976,40363.55307457283,B,A,B,A,A,8552.804191413272,0
769,463,56,CA,500/1000,1000,515.6468075002277,0,FEMALE,High School,Craft-repair,Exercise,wife,20938.111937509384,65601.47687882684,A,B,C,B,A,4618.547500996341,0
770,34,61,NY,250/500,500,1407.8590204168486,0,MALE,JD,Adm-clerical,Chess,not-in-family,79944.4253476081,9151.113630765605,B,B,A,C,C,5352.468871746496,0
771,286,33,FL,100/300,2000,1773.0165310102827,1000000,FEMALE,PhD,Craft-repair,Exercise,unmarried,55813.57730310018,36325.467101981136,B,C,A,C,C,9319.150171351566,0
772,362,22,TX,500/1000,2000,1755.7431958852305,0,MALE,JD,Craft-repair,Camping,wife,62985.82413352152,90576.42783324863,A,B,B,A,B,3252.191477502277,0
773,55,22,TX,250/500,1000,1787.3092984166822,0,MALE,Masters,Machine-op-inspct,Exercise,unmarried,15150.164975370584,7998.172388597913,C,A,A,B,A,7872.62576348865,0
774,326,52,TX,100/300,1000,1858.158720509275,0,FEMALE,Masters,Machine-op-inspct,Exercise,unmarried,75701.31787704442,12459.280451024568,C,B,C,C,A,4827.7974477333355,0
775,42,59,FL,500/1000,500,1858.9567994362164,0,MALE,JD,Machine-op-inspct,Movies,other-relative,33839.34281417626,59740.44157356291,C,A,C,C,B,6672.906884079744,0
776,205,43,TX,250/500,1000,1805.264705149593,0,FEMALE,High School,Craft-repair,Movies,husband,60322.60289729785,36494.33727466276,A,B,B,B,B,1818.7016964301704,1
777,108,26,TX,500/1000,2000,673.1070814729078,0,FEMALE,Masters,Machine-op-inspct,Chess,wife,39875.451746644554,1518.5022948418282,C,C,C,C,A,3610.294922836747,0
778,319,63,NY,100/300,500,960.355048612128,0,MALE,PhD,Adm-clerical,Camping,not-in-family,17931.29877385079,24576.25641056602,C,A,B,C,B,7558.9769565861825,0
779,251,47,TX,100/300,2000,544.624212824465,0,FEMALE,PhD,Exec-managerial,Exercise,unmarried,13566.279814059113,56127.765158286245,A,B,B,C,B,4895.312893529899,0
